Time,Open,High,Low,Close,Vol
2026.07.20 07:38:00,2413.96,2415.02,2413.32,2414.39,144
2026.07.20 07:39:00,2414.39,2415.13,2413.77,2414.09,239
2026.07.20 07:40:00,2414.09,2414.51,2413.54,2414.13,262
2026.07.20 07:41:00,2414.13,2414.75,2413.90,2414.18,154
2026.07.20 07:42:00,2414.18,2414.86,2413.27,2413.67,180
2026.07.20 07:43:00,2413.67,2414.45,2412.99,2413.64,285
2026.07.20 07:44:00,2413.64,2414.93,2412.97,2414.35,443
2026.07.20 07:45:00,2414.35,2414.46,2413.62,2414.26,192
2026.07.20 07:46:00,2414.26,2414.98,2413.74,2414.11,63
2026.07.20 07:47:00,2414.11,2414.23,2412.97,2413.76,211
2026.07.20 07:48:00,2413.76,2414.50,2413.37,2413.73,302
2026.07.20 07:49:00,2413.73,2415.11,2413.42,2414.49,138
2026.07.20 07:50:00,2414.49,2414.51,2413.11,2413.78,216
2026.07.20 07:51:00,2413.78,2414.62,2413.66,2414.40,84
2026.07.20 07:52:00,2414.40,2414.93,2414.29,2414.35,161
2026.07.20 07:53:00,2414.35,2414.49,2413.82,2413.90,163
2026.07.20 07:54:00,2413.90,2414.33,2413.17,2413.94,71
2026.07.20 07:55:00,2413.94,2414.87,2413.93,2414.54,104
2026.07.20 07:56:00,2414.54,2415.24,2414.02,2414.59,137
2026.07.20 07:57:00,2414.59,2415.21,2414.14,2414.15,158
2026.07.20 07:58:00,2414.15,2414.67,2413.81,2414.33,81
2026.07.20 07:59:00,2414.33,2414.94,2413.91,2414.87,425
2026.07.20 08:00:00,2414.87,2414.92,2414.01,2414.19,418
2026.07.20 08:01:00,2414.19,2415.13,2413.95,2414.36,87
2026.07.20 08:02:00,2414.36,2415.06,2414.00,2414.67,239
2026.07.20 08:03:00,2414.67,2414.69,2414.12,2414.57,402
2026.07.20 08:04:00,2414.57,2415.20,2414.18,2414.91,107
2026.07.20 08:05:00,2414.91,2415.29,2413.72,2414.37,244
2026.07.20 08:06:00,2414.37,2415.65,2413.98,2414.88,205
2026.07.20 08:07:00,2414.88,2415.34,2414.15,2414.89,435
2026.07.20 08:08:00,2414.89,2415.37,2413.64,2414.21,167
2026.07.20 08:09:00,2414.21,2414.90,2413.99,2414.23,77
2026.07.20 08:10:00,2414.23,2415.07,2414.22,2414.93,351
2026.07.20 08:11:00,2414.93,2415.18,2414.16,2415.01,201
2026.07.20 08:12:00,2415.01,2415.17,2414.24,2414.55,337
2026.07.20 08:13:00,2414.55,2415.41,2413.99,2414.87,421
2026.07.20 08:14:00,2414.87,2415.47,2414.38,2414.46,290
2026.07.20 08:15:00,2414.46,2414.62,2413.69,2414.60,255
2026.07.20 08:16:00,2414.60,2415.35,2414.00,2414.98,282
2026.07.20 08:17:00,2414.98,2415.24,2414.98,2415.11,201
2026.07.20 08:18:00,2415.11,2415.41,2413.92,2414.29,279
2026.07.20 08:19:00,2414.29,2414.73,2413.62,2414.73,57
2026.07.20 08:20:00,2414.73,2415.01,2413.96,2414.23,78
2026.07.20 08:21:00,2414.23,2415.32,2413.76,2414.54,404
2026.07.20 08:22:00,2414.54,2415.16,2413.92,2415.10,229
2026.07.20 08:23:00,2415.10,2415.74,2413.81,2414.54,175
2026.07.20 08:24:00,2414.54,2415.05,2414.03,2414.43,271
2026.07.20 08:25:00,2414.43,2414.82,2413.75,2414.57,141
2026.07.20 08:26:00,2414.57,2415.47,2413.91,2414.83,303
2026.07.20 08:27:00,2414.83,2415.48,2414.34,2414.42,316
2026.07.20 08:28:00,2414.42,2414.88,2414.09,2414.42,406
2026.07.20 08:29:00,2414.42,2415.20,2414.19,2414.51,411
2026.07.20 08:30:00,2414.51,2415.75,2414.50,2415.16,406
2026.07.20 08:31:00,2415.16,2415.40,2414.95,2415.08,113
2026.07.20 08:32:00,2415.08,2415.80,2414.39,2414.67,333
2026.07.20 08:33:00,2414.67,2415.18,2414.14,2414.62,217
2026.07.20 08:34:00,2414.62,2414.98,2414.41,2414.76,425
2026.07.20 08:35:00,2414.76,2414.85,2414.14,2414.69,381
2026.07.20 08:36:00,2414.69,2415.09,2414.44,2415.08,249
2026.07.20 08:37:00,2415.08,2415.93,2414.94,2415.27,317
2026.07.20 08:38:00,2415.27,2416.06,2414.09,2414.87,420
2026.07.20 08:39:00,2414.87,2415.46,2414.34,2415.36,364
2026.07.20 08:40:00,2415.36,2415.64,2414.83,2415.06,436
2026.07.20 08:41:00,2415.06,2415.70,2414.90,2415.12,188
2026.07.20 08:42:00,2415.12,2415.88,2414.81,2415.38,221
2026.07.20 08:43:00,2415.38,2415.97,2414.92,2415.34,115
2026.07.20 08:44:00,2415.34,2415.71,2414.69,2415.08,104
2026.07.20 08:45:00,2415.08,2416.10,2414.88,2415.37,362
2026.07.20 08:46:00,2415.37,2415.59,2414.07,2414.53,292
2026.07.20 08:47:00,2414.53,2414.99,2414.18,2414.57,196
2026.07.20 08:48:00,2414.57,2415.76,2414.52,2415.02,327
2026.07.20 08:49:00,2415.02,2415.53,2413.86,2414.61,356
2026.07.20 08:50:00,2414.61,2415.10,2414.30,2414.83,193
2026.07.20 08:51:00,2414.83,2415.45,2414.09,2415.36,144
2026.07.20 08:52:00,2415.36,2415.80,2414.65,2415.27,266
2026.07.20 08:53:00,2415.27,2415.72,2415.08,2415.42,84
2026.07.20 08:54:00,2415.42,2416.06,2414.45,2414.68,339
2026.07.20 08:55:00,2414.68,2415.44,2414.10,2415.22,288
2026.07.20 08:56:00,2415.22,2415.73,2414.40,2414.79,140
2026.07.20 08:57:00,2414.79,2416.12,2414.15,2415.55,215
2026.07.20 08:58:00,2415.55,2416.25,2414.85,2415.43,261
2026.07.20 08:59:00,2415.43,2416.04,2414.57,2415.28,55
2026.07.20 09:00:00,2415.28,2415.68,2415.05,2415.08,268
2026.07.20 09:01:00,2415.08,2415.72,2414.51,2414.73,388
2026.07.20 09:02:00,2414.73,2415.47,2414.60,2415.16,209
2026.07.20 09:03:00,2415.16,2415.33,2414.28,2414.67,153
2026.07.20 09:04:00,2414.67,2415.77,2414.53,2415.33,151
2026.07.20 09:05:00,2415.33,2415.72,2415.00,2415.26,159
2026.07.20 09:06:00,2415.26,2415.97,2415.12,2415.26,290
2026.07.20 09:07:00,2415.26,2415.71,2415.14,2415.22,258
2026.07.20 09:08:00,2415.22,2415.67,2415.00,2415.61,73
2026.07.20 09:09:00,2415.61,2415.86,2414.17,2414.71,74
2026.07.20 09:10:00,2414.71,2415.63,2414.16,2415.49,408
2026.07.20 09:11:00,2415.49,2415.96,2415.17,2415.19,285
2026.07.20 09:12:00,2415.19,2416.16,2415.08,2415.57,70
2026.07.20 09:13:00,2415.57,2415.73,2415.12,2415.58,339
2026.07.20 09:14:00,2415.58,2416.18,2414.70,2415.41,258
2026.07.20 09:15:00,2415.41,2415.50,2415.29,2415.30,92
2026.07.20 09:16:00,2415.30,2415.88,2414.98,2414.98,55
2026.07.20 09:17:00,2414.98,2415.44,2414.52,2414.87,345
2026.07.20 09:18:00,2414.87,2415.84,2414.67,2415.29,78
2026.07.20 09:19:00,2415.29,2415.53,2414.89,2414.98,369
2026.07.20 09:20:00,2414.98,2415.14,2414.96,2415.09,169
2026.07.20 09:21:00,2415.09,2415.46,2414.75,2415.30,305
2026.07.20 09:22:00,2415.30,2416.06,2414.92,2415.24,269
2026.07.20 09:23:00,2415.24,2415.59,2414.61,2414.99,69
2026.07.20 09:24:00,2414.99,2415.95,2414.54,2415.75,441
2026.07.20 09:25:00,2415.75,2416.35,2414.99,2415.16,285
2026.07.20 09:26:00,2415.16,2415.68,2414.62,2415.53,393
2026.07.20 09:27:00,2415.53,2415.56,2414.69,2415.06,171
2026.07.20 09:28:00,2415.06,2416.42,2414.80,2415.69,128
2026.07.20 09:29:00,2415.69,2416.45,2415.01,2415.68,308
2026.07.20 09:30:00,2415.68,2416.04,2414.98,2415.57,324
2026.07.20 09:31:00,2415.57,2416.22,2415.05,2415.52,219
2026.07.20 09:32:00,2415.52,2415.76,2415.09,2415.22,65
2026.07.20 09:33:00,2415.22,2415.83,2414.54,2415.07,418
2026.07.20 09:34:00,2415.07,2415.37,2414.98,2415.36,121
2026.07.20 09:35:00,2415.36,2415.78,2414.75,2415.08,186
2026.07.20 09:36:00,2415.08,2415.78,2414.61,2415.26,123
2026.07.20 09:37:00,2415.26,2415.67,2415.20,2415.26,402
2026.07.20 09:38:00,2415.26,2415.86,2415.23,2415.85,408
2026.07.20 09:39:00,2415.85,2416.05,2414.63,2415.43,362
2026.07.20 09:40:00,2415.43,2416.45,2414.70,2415.98,347
2026.07.20 09:41:00,2415.98,2416.02,2415.41,2415.81,159
2026.07.20 09:42:00,2415.81,2416.27,2414.90,2415.12,427
2026.07.20 09:43:00,2415.12,2416.11,2414.55,2415.62,425
2026.07.20 09:44:00,2415.62,2415.98,2415.08,2415.38,298
2026.07.20 09:45:00,2415.38,2416.68,2415.05,2416.03,125
2026.07.20 09:46:00,2416.03,2416.07,2415.11,2415.72,134
2026.07.20 09:47:00,2415.72,2416.55,2415.66,2416.05,374
2026.07.20 09:48:00,2416.05,2416.48,2414.68,2415.20,283
2026.07.20 09:49:00,2415.20,2415.97,2415.11,2415.57,64
2026.07.20 09:50:00,2415.57,2416.24,2415.07,2416.09,260
2026.07.20 09:51:00,2416.09,2416.48,2415.17,2415.75,315
2026.07.20 09:52:00,2415.75,2416.32,2415.39,2415.79,214
2026.07.20 09:53:00,2415.79,2416.14,2415.25,2415.78,71
2026.07.20 09:54:00,2415.78,2416.44,2415.15,2415.53,61
2026.07.20 09:55:00,2415.53,2415.97,2414.45,2415.18,388
2026.07.20 09:56:00,2415.18,2415.68,2414.50,2415.42,318
2026.07.20 09:57:00,2415.42,2416.03,2414.90,2415.71,352
2026.07.20 09:58:00,2415.71,2416.13,2415.65,2415.75,419
2026.07.20 09:59:00,2415.75,2416.51,2414.96,2415.42,131
2026.07.20 10:00:00,2415.42,2416.45,2414.97,2416.01,181
2026.07.20 10:01:00,2416.01,2416.55,2415.38,2416.06,226
2026.07.20 10:02:00,2416.06,2416.26,2415.79,2416.02,94
2026.07.20 10:03:00,2416.02,2416.56,2415.84,2416.15,51
2026.07.20 10:04:00,2416.15,2416.18,2414.92,2415.59,305
2026.07.20 10:05:00,2415.59,2416.54,2415.50,2416.19,268
2026.07.20 10:06:00,2416.19,2416.75,2415.54,2415.87,122
2026.07.20 10:07:00,2415.87,2416.37,2415.21,2415.75,149
2026.07.20 10:08:00,2415.75,2415.94,2414.73,2415.39,203
2026.07.20 10:09:00,2415.39,2416.13,2415.00,2415.35,209
2026.07.20 10:10:00,2415.35,2415.91,2415.05,2415.84,77
2026.07.20 10:11:00,2415.84,2416.69,2415.26,2415.92,164
2026.07.20 10:12:00,2415.92,2416.36,2414.74,2415.43,164
2026.07.20 10:13:00,2415.43,2416.09,2415.05,2416.03,140
2026.07.20 10:14:00,2416.03,2416.32,2415.09,2415.59,426
2026.07.20 10:15:00,2415.59,2417.10,2414.87,2416.34,223
2026.07.20 10:16:00,2416.34,2416.70,2415.70,2416.13,402
2026.07.20 10:17:00,2416.13,2416.47,2415.99,2416.18,99
2026.07.20 10:18:00,2416.18,2416.41,2415.55,2416.12,402
2026.07.20 10:19:00,2416.12,2416.49,2415.37,2416.02,397
2026.07.20 10:20:00,2416.02,2416.34,2415.35,2415.51,228
2026.07.20 10:21:00,2415.51,2416.86,2415.21,2416.40,171
2026.07.20 10:22:00,2416.40,2417.16,2415.21,2415.84,213
2026.07.20 10:23:00,2415.84,2416.20,2415.50,2415.63,396
2026.07.20 10:24:00,2415.63,2416.08,2414.83,2415.54,416
2026.07.20 10:25:00,2415.54,2417.03,2415.00,2416.39,181
2026.07.20 10:26:00,2416.39,2417.16,2415.58,2415.76,83
2026.07.20 10:27:00,2415.76,2416.02,2414.92,2415.64,259
2026.07.20 10:28:00,2415.64,2415.88,2415.22,2415.86,151
2026.07.20 10:29:00,2415.86,2417.06,2415.43,2416.47,85
2026.07.20 10:30:00,2416.47,2416.53,2415.50,2415.59,218
2026.07.20 10:31:00,2415.59,2416.20,2415.58,2415.66,295
2026.07.20 10:32:00,2415.66,2416.85,2415.66,2416.35,148
2026.07.20 10:33:00,2416.35,2417.06,2415.75,2416.50,166
2026.07.20 10:34:00,2416.50,2416.93,2415.13,2415.61,166
2026.07.20 10:35:00,2415.61,2415.97,2415.21,2415.76,237
2026.07.20 10:36:00,2415.76,2415.87,2415.24,2415.69,263
2026.07.20 10:37:00,2415.69,2416.42,2415.03,2415.67,177
2026.07.20 10:38:00,2415.67,2416.09,2415.42,2415.61,403
2026.07.20 10:39:00,2415.61,2417.02,2415.40,2416.25,221
2026.07.20 10:40:00,2416.25,2416.99,2415.49,2415.69,338
2026.07.20 10:41:00,2415.69,2417.21,2415.55,2416.46,217
2026.07.20 10:42:00,2416.46,2416.70,2415.74,2416.36,299
2026.07.20 10:43:00,2416.36,2416.53,2415.78,2416.15,63
2026.07.20 10:44:00,2416.15,2417.13,2415.95,2416.59,383
2026.07.20 10:45:00,2416.59,2417.03,2415.14,2415.87,358
2026.07.20 10:46:00,2415.87,2416.71,2415.72,2416.08,68
2026.07.20 10:47:00,2416.08,2416.71,2415.61,2415.74,269
2026.07.20 10:48:00,2415.74,2415.76,2415.15,2415.73,383
2026.07.20 10:49:00,2415.73,2417.24,2415.70,2416.62,366
2026.07.20 10:50:00,2416.62,2417.13,2415.73,2415.75,310
2026.07.20 10:51:00,2415.75,2416.55,2415.72,2415.80,242
2026.07.20 10:52:00,2415.80,2416.55,2415.09,2415.78,321
2026.07.20 10:53:00,2415.78,2416.52,2415.44,2416.17,278
2026.07.20 10:54:00,2416.17,2416.55,2415.66,2415.95,99
2026.07.20 10:55:00,2415.95,2416.55,2415.79,2416.17,244
2026.07.20 10:56:00,2416.17,2416.85,2415.89,2415.93,386
2026.07.20 10:57:00,2415.93,2416.71,2415.69,2416.05,361
2026.07.20 10:58:00,2416.05,2416.66,2415.10,2415.84,267
2026.07.20 10:59:00,2415.84,2417.00,2415.69,2416.66,112
2026.07.20 11:00:00,2416.66,2417.26,2416.59,2416.68,444
2026.07.20 11:01:00,2416.68,2417.48,2415.34,2416.11,344
2026.07.20 11:02:00,2416.11,2417.16,2415.85,2416.60,173
2026.07.20 11:03:00,2416.60,2417.03,2415.85,2415.98,234
2026.07.20 11:04:00,2415.98,2416.70,2415.89,2416.16,327
2026.07.20 11:05:00,2416.16,2416.81,2416.09,2416.47,303
2026.07.20 11:06:00,2416.47,2416.79,2416.38,2416.47,216
2026.07.20 11:07:00,2416.47,2417.30,2416.32,2416.53,111
2026.07.20 11:08:00,2416.53,2417.32,2416.11,2416.40,98
2026.07.20 11:09:00,2416.40,2416.55,2415.25,2416.00,121
2026.07.20 11:10:00,2416.00,2417.41,2415.96,2416.82,380
2026.07.20 11:11:00,2416.82,2417.31,2415.50,2416.05,200
2026.07.20 11:12:00,2416.05,2416.95,2415.92,2416.15,370
2026.07.20 11:13:00,2416.15,2417.12,2415.76,2416.83,51
2026.07.20 11:14:00,2416.83,2417.45,2416.18,2416.21,330
2026.07.20 11:15:00,2416.21,2417.16,2415.83,2416.84,283
2026.07.20 11:16:00,2416.84,2417.45,2416.24,2416.88,199
2026.07.20 11:17:00,2416.88,2416.89,2416.60,2416.70,329
2026.07.20 11:18:00,2416.70,2417.25,2416.10,2416.64,252
2026.07.20 11:19:00,2416.64,2417.36,2415.75,2416.37,358
2026.07.20 11:20:00,2416.37,2417.00,2415.74,2416.33,380
2026.07.20 11:21:00,2416.33,2416.51,2415.57,2416.29,128
2026.07.20 11:22:00,2416.29,2417.22,2416.27,2416.62,309
2026.07.20 11:23:00,2416.62,2417.31,2416.38,2416.43,168
2026.07.20 11:24:00,2416.43,2417.09,2415.82,2416.81,243
2026.07.20 11:25:00,2416.81,2417.06,2416.03,2416.10,227
2026.07.20 11:26:00,2416.10,2416.93,2415.45,2416.35,375
2026.07.20 11:27:00,2416.35,2416.76,2415.43,2416.22,181
2026.07.20 11:28:00,2416.22,2416.76,2415.67,2416.19,291
2026.07.20 11:29:00,2416.19,2417.68,2415.39,2416.95,374
2026.07.20 11:30:00,2416.95,2417.38,2416.52,2416.85,276
2026.07.20 11:31:00,2416.85,2417.06,2416.33,2416.77,318
2026.07.20 11:32:00,2416.77,2417.00,2415.87,2416.56,200
2026.07.20 11:33:00,2416.56,2417.60,2415.99,2416.96,186
2026.07.20 11:34:00,2416.96,2417.10,2415.97,2416.19,165
2026.07.20 11:35:00,2416.19,2416.63,2415.60,2416.52,293
2026.07.20 11:36:00,2416.52,2416.82,2415.71,2416.45,158
2026.07.20 11:37:00,2416.45,2417.01,2415.81,2416.74,203
2026.07.20 11:38:00,2416.74,2417.35,2415.94,2416.22,311
2026.07.20 11:39:00,2416.22,2417.17,2416.02,2416.86,140
2026.07.20 11:40:00,2416.86,2417.22,2416.41,2417.00,432
2026.07.20 11:41:00,2417.00,2417.48,2416.69,2417.20,317
2026.07.20 11:42:00,2417.20,2417.55,2416.99,2417.08,115
2026.07.20 11:43:00,2417.08,2417.77,2416.49,2416.66,228
2026.07.20 11:44:00,2416.66,2416.74,2416.60,2416.60,419
2026.07.20 11:45:00,2416.60,2417.97,2416.35,2417.27,372
2026.07.20 11:46:00,2417.27,2417.62,2416.74,2417.04,177
2026.07.20 11:47:00,2417.04,2417.12,2416.25,2416.44,73
2026.07.20 11:48:00,2416.44,2417.76,2416.11,2417.16,197
2026.07.20 11:49:00,2417.16,2417.52,2417.05,2417.22,318
2026.07.20 11:50:00,2417.22,2417.47,2417.02,2417.21,354
2026.07.20 11:51:00,2417.21,2417.81,2415.68,2416.39,66
2026.07.20 11:52:00,2416.39,2417.06,2416.09,2416.62,411
2026.07.20 11:53:00,2416.62,2416.97,2416.26,2416.96,398
2026.07.20 11:54:00,2416.96,2417.10,2416.34,2416.46,102
2026.07.20 11:55:00,2416.46,2417.44,2415.90,2416.67,66
2026.07.20 11:56:00,2416.67,2417.61,2415.95,2417.09,357
2026.07.20 11:57:00,2417.09,2418.02,2416.76,2417.23,356
2026.07.20 11:58:00,2417.23,2417.90,2417.13,2417.37,167
2026.07.20 11:59:00,2417.37,2417.72,2417.17,2417.31,448
2026.07.20 12:00:00,2417.31,2417.56,2416.54,2416.91,379
2026.07.20 12:01:00,2416.91,2417.64,2416.37,2417.10,92
2026.07.20 12:02:00,2417.10,2417.77,2415.81,2416.59,347
2026.07.20 12:03:00,2416.59,2417.18,2416.32,2416.82,59
2026.07.20 12:04:00,2416.82,2417.32,2416.26,2417.26,119
2026.07.20 12:05:00,2417.26,2418.20,2416.88,2417.46,102
2026.07.20 12:06:00,2417.46,2417.51,2416.18,2416.78,129
2026.07.20 12:07:00,2416.78,2417.41,2416.01,2416.66,96
2026.07.20 12:08:00,2416.66,2417.35,2416.28,2416.57,227
2026.07.20 12:09:00,2416.57,2417.44,2415.99,2417.33,236
2026.07.20 12:10:00,2417.33,2417.53,2417.24,2417.38,159
2026.07.20 12:11:00,2417.38,2417.39,2416.78,2416.89,294
2026.07.20 12:12:00,2416.89,2416.99,2416.89,2416.91,415
2026.07.20 12:13:00,2416.91,2417.10,2416.56,2417.10,191
2026.07.20 12:14:00,2417.10,2417.48,2416.70,2417.46,208
2026.07.20 12:15:00,2417.46,2417.77,2416.17,2416.75,381
2026.07.20 12:16:00,2416.75,2417.69,2416.22,2417.54,343
2026.07.20 12:17:00,2417.54,2417.98,2416.79,2417.56,168
2026.07.20 12:18:00,2417.56,2418.33,2417.37,2417.45,151
2026.07.20 12:19:00,2417.45,2417.76,2416.62,2417.02,332
2026.07.20 12:20:00,2417.02,2417.67,2416.51,2416.77,439
2026.07.20 12:21:00,2416.77,2417.38,2416.20,2416.81,162
2026.07.20 12:22:00,2416.81,2417.43,2416.05,2417.21,190
2026.07.20 12:23:00,2417.21,2417.98,2416.75,2417.35,107
2026.07.20 12:24:00,2417.35,2417.93,2416.96,2416.99,229
2026.07.20 12:25:00,2416.99,2417.68,2416.33,2416.83,57
2026.07.20 12:26:00,2416.83,2418.10,2416.29,2417.64,198
2026.07.20 12:27:00,2417.64,2418.06,2417.36,2417.66,94
2026.07.20 12:28:00,2417.66,2418.11,2416.95,2417.40,404
2026.07.20 12:29:00,2417.40,2418.19,2416.20,2416.79,61
2026.07.20 12:30:00,2416.79,2417.18,2416.21,2416.79,295
2026.07.20 12:31:00,2416.79,2417.56,2416.73,2417.29,114
2026.07.20 12:32:00,2417.29,2417.85,2416.77,2417.66,164
2026.07.20 12:33:00,2417.66,2418.03,2417.17,2417.62,270
2026.07.20 12:34:00,2417.62,2417.69,2416.56,2416.97,140
2026.07.20 12:35:00,2416.97,2417.37,2416.86,2416.87,285
2026.07.20 12:36:00,2416.87,2417.24,2416.64,2417.23,240
2026.07.20 12:37:00,2417.23,2417.84,2416.38,2417.12,429
2026.07.20 12:38:00,2417.12,2417.73,2416.96,2417.13,202
2026.07.20 12:39:00,2417.13,2418.01,2416.35,2417.43,357
2026.07.20 12:40:00,2417.43,2418.17,2416.42,2417.11,57
2026.07.20 12:41:00,2417.11,2418.08,2416.65,2417.40,231
2026.07.20 12:42:00,2417.40,2417.85,2416.39,2417.15,415
2026.07.20 12:43:00,2417.15,2417.68,2416.56,2417.08,392
2026.07.20 12:44:00,2417.08,2417.78,2416.62,2417.36,254
2026.07.20 12:45:00,2417.36,2417.77,2417.27,2417.73,351
2026.07.20 12:46:00,2417.73,2418.15,2417.00,2417.45,120
2026.07.20 12:47:00,2417.45,2417.71,2416.39,2417.06,330
2026.07.20 12:48:00,2417.06,2418.41,2416.68,2417.74,232
2026.07.20 12:49:00,2417.74,2418.13,2416.45,2417.17,368
2026.07.20 12:50:00,2417.17,2417.39,2416.73,2417.05,406
2026.07.20 12:51:00,2417.05,2417.93,2416.31,2417.23,376
2026.07.20 12:52:00,2417.23,2417.74,2416.53,2417.47,82
2026.07.20 12:53:00,2417.47,2417.88,2416.54,2417.32,353
2026.07.20 12:54:00,2417.32,2418.22,2417.28,2417.81,59
2026.07.20 12:55:00,2417.81,2418.19,2416.87,2417.30,57
2026.07.20 12:56:00,2417.30,2417.77,2417.12,2417.39,326
2026.07.20 12:57:00,2417.39,2417.80,2417.31,2417.40,99
2026.07.20 12:58:00,2417.40,2417.92,2417.07,2417.51,251
2026.07.20 12:59:00,2417.51,2418.47,2417.45,2417.88,308
2026.07.20 13:00:00,2417.88,2417.97,2417.02,2417.30,112
2026.07.20 13:01:00,2417.30,2418.26,2416.51,2418.05,140
2026.07.20 13:02:00,2418.05,2418.41,2416.45,2417.24,405
2026.07.20 13:03:00,2417.24,2417.59,2417.08,2417.38,214
2026.07.20 13:04:00,2417.38,2418.06,2416.87,2418.04,413
2026.07.20 13:05:00,2418.04,2418.18,2417.09,2417.15,233
2026.07.20 13:06:00,2417.15,2417.91,2416.54,2417.80,186
2026.07.20 13:07:00,2417.80,2418.52,2417.27,2417.34,391
2026.07.20 13:08:00,2417.34,2417.40,2416.54,2417.23,118
2026.07.20 13:09:00,2417.23,2417.77,2416.65,2417.17,231
2026.07.20 13:10:00,2417.17,2417.89,2416.79,2417.76,313
2026.07.20 13:11:00,2417.76,2418.62,2417.67,2418.06,366
2026.07.20 13:12:00,2418.06,2418.14,2417.95,2418.13,222
2026.07.20 13:13:00,2418.13,2418.84,2417.09,2417.80,315
2026.07.20 13:14:00,2417.80,2418.32,2417.41,2417.88,364
2026.07.20 13:15:00,2417.88,2418.40,2417.31,2417.93,137
2026.07.20 13:16:00,2417.93,2418.24,2417.50,2418.09,274
2026.07.20 13:17:00,2418.09,2418.58,2417.49,2417.59,289
