Time,Open,High,Low,Close,Vol
2026.07.20 08:59:00,20142.2,20144.1,20139.1,20142.6,828
2026.07.20 09:00:00,20142.6,20146.4,20139.3,20144.7,635
2026.07.20 16:15:00,20205.0,20208.7,20199.4,20203.6,324
2026.07.20 16:16:00,20203.6,20205.9,20198.8,20203.1,806
2026.07.20 16:17:00,20203.1,20206.7,20202.3,20204.9,927
2026.07.20 16:18:00,20204.9,20209.1,20200.3,20204.8,226
2026.07.20 16:19:00,20204.8,20206.5,20200.5,20204.9,950
2026.07.20 16:20:00,20204.9,20208.8,20204.1,20207.8,504
2026.07.20 16:21:00,20207.8,20211.8,20203.4,20209.1,100
2026.07.20 16:22:00,20209.1,20211.6,20204.6,20205.7,167
2026.07.20 16:23:00,20205.7,20211.6,20203.2,20210.7,196
2026.07.20 16:24:00,20210.7,20211.5,20201.5,20206.0,271
2026.07.20 16:25:00,20206.0,20206.8,20203.7,20205.5,741
2026.07.20 16:26:00,20205.5,20213.3,20204.2,20210.6,203
2026.07.20 16:27:00,20210.6,20211.2,20207.9,20210.6,577
2026.07.20 16:28:00,20210.6,20215.9,20208.1,20211.1,280
2026.07.20 16:29:00,20211.1,20213.0,20206.1,20208.6,934
2026.07.20 16:30:00,20208.6,20212.7,20207.1,20209.5,625
2026.07.20 16:31:00,20209.5,20214.5,20206.2,20210.0,204
2026.07.20 16:32:00,20210.0,20210.6,20205.1,20209.1,779
2026.07.20 16:33:00,20209.1,20215.0,20207.2,20212.8,123
2026.07.20 16:34:00,20212.8,20213.4,20207.4,20212.1,115
2026.07.20 16:35:00,20212.1,20212.6,20209.0,20211.2,198
2026.07.20 16:36:00,20211.2,20216.2,20210.5,20213.5,203
2026.07.20 16:37:00,20213.5,20219.9,20211.3,20217.9,941
2026.07.20 16:38:00,20217.9,20221.5,20213.7,20218.1,328
2026.07.20 16:39:00,20218.1,20220.0,20211.7,20214.6,591
2026.07.20 16:40:00,20214.6,20222.4,20211.8,20220.5,650
2026.07.20 16:41:00,20220.5,20223.3,20218.0,20221.4,490
2026.07.20 16:42:00,20221.4,20226.3,20218.1,20222.8,487
2026.07.20 16:43:00,20222.8,20223.9,20218.9,20222.1,634
2026.07.20 16:44:00,20222.1,20226.9,20217.8,20218.9,360
2026.07.20 16:45:00,20218.9,20220.8,20214.9,20219.6,644
2026.07.20 16:46:00,20219.6,20225.4,20216.4,20223.9,453
2026.07.20 16:47:00,20223.9,20227.0,20218.1,20221.5,426
2026.07.20 16:48:00,20221.5,20226.2,20218.4,20222.0,172
2026.07.20 16:49:00,20222.0,20229.8,20220.8,20225.3,497
2026.07.20 16:50:00,20225.3,20233.0,20223.1,20228.1,564
2026.07.20 16:51:00,20228.1,20231.9,20219.4,20223.9,902
2026.07.20 16:52:00,20223.9,20227.1,20222.0,20223.1,688
2026.07.20 16:53:00,20223.1,20226.9,20218.9,20223.5,862
2026.07.20 16:54:00,20223.5,20228.2,20218.8,20227.4,804
2026.07.20 16:55:00,20227.4,20229.2,20225.9,20227.8,218
2026.07.20 16:56:00,20227.8,20232.7,20224.0,20229.6,486
2026.07.20 16:57:00,20229.6,20231.7,20226.9,20229.3,495
2026.07.20 16:58:00,20229.3,20232.6,20223.3,20228.1,219
2026.07.20 16:59:00,20228.1,20228.4,20224.7,20227.4,448
2026.07.20 17:00:00,20227.4,20233.3,20224.8,20228.6,469
